-2.480184e-007 10.1328
-2.478184e-007 9.98091
-2.476184e-007 9.95329
-2.474184e-007 10.031
-2.472184e-007 10.0413
-2.470184e-007 10.0482
-2.468184e-007 10.1149
-2.466184e-007 10.1684
-2.464184e-007 10.1522
-2.462184e-007 10.0527
-2.460184e-007 9.98229
-2.458184e-007 10.0375
-2.456184e-007 10.0897
-2.454184e-007 10.042
-2.452184e-007 9.97538
-2.450184e-007 9.94949
-2.448184e-007 9.96365
-2.446184e-007 9.97573
-2.444184e-007 9.96296
-2.442184e-007 10.031
-2.440184e-007 10.1684
-2.438184e-007 10.158
-2.436184e-007 9.99748
-2.434184e-007 9.91738
-2.432184e-007 9.98091
-2.430184e-007 10.0814
-2.428184e-007 10.1339
-2.426184e-007 10.0848
-2.424184e-007 9.98643
-2.422184e-007 9.95018
-2.420184e-007 9.95018
-2.418184e-007 9.96019
-2.416184e-007 10.0172
-2.414184e-007 10.0548
-2.412184e-007 10.0365
-2.410184e-007 10.04
-2.408184e-007 10.0821
-2.406184e-007 10.0835
-2.404184e-007 10.0144
-2.402184e-007 9.95881
-2.400184e-007 9.97538
-2.398184e-007 10.0324
-2.396184e-007 10.1093
-2.394184e-007 10.1705
-2.392184e-007 10.1432
-2.390184e-007 10.0268
-2.388184e-007 9.92221
-2.386184e-007 9.94949
-2.384184e-007 10.0479
-2.382184e-007 10.0358
-2.380184e-007 9.96399
-2.378184e-007 10.0337
-2.376184e-007 10.1712
-2.374184e-007 10.1252
-2.372184e-007 9.96365
-2.370184e-007 9.97228
-2.368184e-007 10.1311
-2.366184e-007 10.1556
-2.364184e-007 10.0192
-2.362184e-007 9.95743
-2.360184e-007 10.0082
-2.358184e-007 10.0334
-2.356184e-007 9.99955
-2.354184e-007 9.93671
-2.352184e-007 9.89563
-2.350184e-007 9.93568
-2.348184e-007 10.0065
-2.346184e-007 10.0475
-2.344184e-007 10.0807
-2.342184e-007 10.1014
-2.340184e-007 10.1194
-2.338184e-007 10.1739
-2.336184e-007 10.2084
-2.334184e-007 10.1684
-2.332184e-007 10.1
-2.330184e-007 9.98333
-2.328184e-007 9.8245
-2.326184e-007 9.7993
-2.324184e-007 9.92118
-2.322184e-007 10.0327
-2.320184e-007 10.1131
-2.318184e-007 10.1698
-2.316184e-007 10.1308
-2.314184e-007 10.023
-2.312184e-007 10.0127
-2.310184e-007 10.1125
-2.308184e-007 10.1256
-2.306184e-007 10.0389
-2.304184e-007 9.99645
-2.302184e-007 10.0027
-2.300184e-007 9.974
-2.298184e-007 9.88423
-2.296184e-007 9.85281
-2.294184e-007 9.98298
-2.292184e-007 10.1456
-2.290184e-007 10.175
-2.288184e-007 10.0538
-2.286184e-007 9.8428
-2.284184e-007 9.69503
-2.282184e-007 9.73887
-2.280184e-007 9.88838
-2.278184e-007 10.0065
-2.276184e-007 10.0814
-2.274184e-007 10.1346
-2.272184e-007 10.1401
-2.270184e-007 10.1252
-2.268184e-007 10.1632
-2.266184e-007 10.204
-2.264184e-007 10.1163
-2.262184e-007 9.9526
-2.260184e-007 9.91842
-2.258184e-007 9.98505
-2.256184e-007 9.97193
-2.254184e-007 9.93084
-2.252184e-007 9.96744
-2.250184e-007 10.0054
-2.248184e-007 9.98229
-2.246184e-007 9.92877
-2.244184e-007 9.88734
-2.242184e-007 9.90253
