-7.8526e-009 9.94466
-7.6526e-009 9.96192
-7.4526e-009 9.96468
-7.2526e-009 9.9595
-7.0526e-009 9.96813
-6.8526e-009 9.98402
-6.6526e-009 9.98643
-6.4526e-009 9.9923
-6.2526e-009 9.99437
-6.0526e-009 10.0037
-5.8526e-009 10.0717
-5.6526e-009 10.0921
-5.4526e-009 9.98712
-5.2526e-009 9.93499
-5.0526e-009 9.99921
-4.8526e-009 10.0593
-4.6526e-009 10.0765
-4.4526e-009 10.0734
-4.2526e-009 10.1011
-4.0526e-009 10.1556
-3.8526e-009 10.1318
-3.6526e-009 10.0172
-3.4526e-009 9.93361
-3.2526e-009 9.90184
-3.0526e-009 9.85247
-2.8526e-009 9.83313
-2.6526e-009 9.88734
-2.4526e-009 9.94397
-2.2526e-009 9.99783
-2.0526e-009 10.0413
-1.8526e-009 9.91842
-1.6526e-009 9.53482
-1.4526e-009 8.92473
-1.2526e-009 8.065
-1.0526e-009 6.90904
-8.5261e-010 5.57146
-6.5261e-010 4.28188
-4.5261e-010 3.22915
-2.5261e-010 2.52929
-5.2608e-011 2.11738
1.4739e-010 1.80387
3.4739e-010 1.55079
5.4739e-010 1.45515
7.4739e-010 1.52628
9.4739e-010 1.57772
1.1474e-009 1.49002
1.3474e-009 1.39956
1.5474e-009 1.36918
1.7474e-009 1.30185
1.9474e-009 1.22106
2.1474e-009 1.24971
2.3474e-009 1.39576
2.5474e-009 1.49865
2.7474e-009 1.42718
2.9474e-009 1.33707
3.1474e-009 1.38989
3.3474e-009 1.43858
3.5474e-009 1.3678
3.7474e-009 1.27285
3.9474e-009 1.24557
4.1474e-009 1.30116
4.3474e-009 1.39266
4.5474e-009 1.45791
4.7474e-009 1.50314
4.9474e-009 1.53076
5.1474e-009 1.48243
5.3474e-009 1.42408
5.5474e-009 1.48795
5.7474e-009 1.58428
5.9474e-009 1.58152
6.1474e-009 1.52558
6.3474e-009 1.43409
6.5474e-009 1.34639
6.7474e-009 1.35882
6.9474e-009 1.40267
7.1474e-009 1.39991
7.3474e-009 1.37228
7.5474e-009 1.33258
7.7474e-009 1.29598
7.9474e-009 1.29702
8.1474e-009 1.28769
8.3474e-009 1.17375
8.5474e-009 1.03979
8.7474e-009 1.05636
8.9474e-009 1.21657
9.1474e-009 1.35951
9.3474e-009 1.35122
9.5474e-009 1.26836
9.7474e-009 1.29115
9.9474e-009 1.36158
1.0147e-008 1.3533
1.0347e-008 1.29253
1.0547e-008 1.17893
1.0747e-008 1.03047
1.0947e-008 0.986273
1.1147e-008 1.08675
1.1347e-008 1.17652
1.1547e-008 1.16927
1.1747e-008 1.1375
1.1947e-008 1.14268
1.2147e-008 1.1886
1.2347e-008 1.20172
