0 22.8127
2e+007 4.99035
4e+007 0.498543
6e+007 -16.3979
8e+007 -3.4014
1e+008 -6.10778
1.2e+008 -11.6507
1.4e+008 -6.38038
1.6e+008 -12.6797
1.8e+008 -11.771
2e+008 -8.99344
2.2e+008 -16.6042
2.4e+008 -11.1718
2.6e+008 -11.5328
2.8e+008 -17.5375
3e+008 -10.9434
3.2e+008 -14.1385
3.4e+008 -15.9387
3.6e+008 -12.665
3.8e+008 -18.2472
4e+008 -14.9391
4.2e+008 -16.1008
4.4e+008 -24.6792
4.6e+008 -16.619
4.8e+008 -20.3494
5e+008 -24.63
5.2e+008 -19.4801
5.4e+008 -26.0495
5.6e+008 -25.1679
5.8e+008 -21.7346
6e+008 -29.8783
6.2e+008 -25.1654
6.4e+008 -21.7075
6.6e+008 -33.9919
6.8e+008 -23.4168
7e+008 -22.5671
7.2e+008 -32.3759
7.4e+008 -21.5111
7.6e+008 -24.7553
7.8e+008 -27.2824
8e+008 -21.9998
8.2e+008 -30.701
8.4e+008 -25.1581
8.6e+008 -24.0431
8.8e+008 -38.69
9e+008 -25.023
9.2e+008 -27.0368
9.4e+008 -35.264
9.6e+008 -25.4036
9.8e+008 -31.3076
1e+009 -31.4427
1.02e+009 -26.526
1.04e+009 -37.7273
1.06e+009 -29.5074
1.08e+009 -28.304
1.1e+009 -48.1648
1.12e+009 -28.9892
1.14e+009 -30.3375
1.16e+009 -39.4832
1.18e+009 -28.9475
1.2e+009 -33.3975
1.22e+009 -35.0184
1.24e+009 -29.446
1.26e+009 -37.6462
1.28e+009 -32.6731
