0 22.8127
2e+007 4.9879
4e+007 0.500999
6e+007 -16.3881
8e+007 -3.4014
1e+008 -6.09796
1.2e+008 -11.663
1.4e+008 -6.37793
1.6e+008 -12.6822
1.8e+008 -11.7931
2e+008 -8.97625
2.2e+008 -16.6042
2.4e+008 -11.1669
2.6e+008 -11.5205
2.8e+008 -17.5571
3e+008 -10.9311
3.2e+008 -14.1336
3.4e+008 -15.951
3.6e+008 -12.6674
3.8e+008 -18.2128
4e+008 -14.9416
4.2e+008 -16.0959
4.4e+008 -24.6669
4.6e+008 -16.6288
4.8e+008 -20.3052
5e+008 -24.662
5.2e+008 -19.4678
5.4e+008 -25.9513
5.6e+008 -25.1851
5.8e+008 -21.737
6e+008 -29.8218
6.2e+008 -25.2563
6.4e+008 -21.6805
6.6e+008 -33.8028
6.8e+008 -23.4046
7e+008 -22.5548
7.2e+008 -32.4619
7.4e+008 -21.5381
7.6e+008 -24.6448
7.8e+008 -27.2701
8e+008 -21.9507
8.2e+008 -30.5978
8.4e+008 -25.2195
8.6e+008 -23.9841
8.8e+008 -38.5893
9e+008 -25.0721
9.2e+008 -26.9631
9.4e+008 -35.5587
9.6e+008 -25.4036
9.8e+008 -31.1357
1e+009 -31.5728
1.02e+009 -26.5088
1.04e+009 -37.3368
1.06e+009 -29.5811
1.08e+009 -28.2377
1.1e+009 -47.6367
1.12e+009 -29.0457
1.14e+009 -30.1951
1.16e+009 -39.9302
1.18e+009 -28.945
1.2e+009 -33.1937
1.22e+009 -35.2051
1.24e+009 -29.3969
1.26e+009 -37.4694
1.28e+009 -32.8057
