LECROYWR6200A,18548,Waveform
Segments,1,SegmentSize,2049
Segment,TrigTime,TimeSinceSegment1
#1,20-Nov-2018 10:24:52,0                 
Time,Ampl
0,-103.98
1220703,-10.2001
2441406,-19.8263
3662109,-23.8876
4882813,-21.5798
6103516,-30.8823
7324219,-24.4198
8544922,-28.3096
9765625,-29.8448
1.098633e+007,-25.1384
1.220703e+007,-25.9306
1.342773e+007,-27.2133
1.464844e+007,-31.5101
1.586914e+007,-28.8957
1.708984e+007,-28.7437
1.831055e+007,-31.9442
1.953125e+007,-29.0134
2.075195e+007,-27.9785
2.197266e+007,-30.5046
2.319336e+007,-30.9117
2.441406e+007,-30.2054
2.563477e+007,-31.5126
2.685547e+007,-29.7958
2.807617e+007,-29.8522
2.929688e+007,-28.7338
3.051758e+007,-28.8663
3.173828e+007,-26.6811
3.295898e+007,-29.8596
3.417969e+007,-31.4022
3.540039e+007,-31.4537
3.662109e+007,-32.2606
3.78418e+007,-31.7554
3.90625e+007,-30.7253
4.02832e+007,-32.3857
4.150391e+007,-30.0239
4.272461e+007,-30.4776
4.394531e+007,-30.7744
4.516602e+007,-31.0172
4.638672e+007,-31.3973
4.760742e+007,-30.5021
4.882813e+007,-31.0196
5.004883e+007,-29.6315
5.126953e+007,-32.1232
5.249023e+007,-31.1373
5.371094e+007,-32.2704
5.493164e+007,-31.4169
5.615234e+007,-30.6787
5.737305e+007,-29.4696
5.859375e+007,-30.0116
5.981445e+007,-29.4402
6.103516e+007,-27.7381
6.225586e+007,-14.0432
6.347656e+007,-25.1752
6.469727e+007,-29.2759
6.591797e+007,-29.7933
6.713867e+007,-30.0116
6.835938e+007,-31.0834
6.958008e+007,-31.515
7.080078e+007,-31.9148
7.202148e+007,-32.057
7.324219e+007,-32.0472
7.446289e+007,-31.6156
7.568359e+007,-30.8774
7.69043e+007,-32.3317
7.8125e+007,-30.1171
7.93457e+007,-32.5156
8.056641e+007,-32.7732
8.178711e+007,-30.9706
8.300781e+007,-29.9209
8.422852e+007,-30.431
8.544922e+007,-31.6058
8.666992e+007,-30.0803
8.789063e+007,-29.6854
8.911133e+007,-31.7259
9.033203e+007,-31.542
9.155273e+007,-29.7222
9.277344e+007,-29.8252
9.399414e+007,-26.7792
9.521484e+007,-31.3164
9.643555e+007,-30.8577
9.765625e+007,-31.0662
9.887695e+007,-33.0797
1.000977e+008,-32.4028
1.013184e+008,-31.9197
1.025391e+008,-29.4132
1.037598e+008,-30.3133
1.049805e+008,-30.2912
1.062012e+008,-30.301
1.074219e+008,-31.9295
1.086426e+008,-32.8075
1.098633e+008,-31.0809
1.11084e+008,-31.1349
1.123047e+008,-29.8424
1.135254e+008,-30.4236
1.147461e+008,-31.7652
1.159668e+008,-31.9884
1.171875e+008,-31.2845
1.184082e+008,-30.5119
1.196289e+008,-31.3948
1.208496e+008,-30.7768
1.220703e+008,-31.206
1.23291e+008,-27.0857
1.245117e+008,-19.7748
1.257324e+008,-23.0268
1.269531e+008,-30.3182
1.281738e+008,-28.1011
1.293945e+008,-29.705
1.306152e+008,-30.4751
1.318359e+008,-30.61
1.330566e+008,-31.3605
1.342773e+008,-30.4702
1.35498e+008,-33.5653
1.367188e+008,-29.9748
1.379395e+008,-30.7204
1.391602e+008,-31.049
1.403809e+008,-30.897
1.416016e+008,-31.6867
1.428223e+008,-33.0209
1.44043e+008,-31.3384
1.452637e+008,-33.4574
1.464844e+008,-31.2183
1.477051e+008,-30.4482
1.489258e+008,-32.6603
1.501465e+008,-32.4274
1.513672e+008,-31.1005
1.525879e+008,-30.3304
1.538086e+008,-30.9755
1.550293e+008,-29.5162
1.5625e+008,-24.4051
1.574707e+008,-31.103
1.586914e+008,-29.8571
1.599121e+008,-31.4537
1.611328e+008,-31.8486
1.623535e+008,-31.2649
1.635742e+008,-30.8087
1.647949e+008,-30.534
1.660156e+008,-30.4359
1.672363e+008,-31.6156
1.68457e+008,-32.2508
1.696777e+008,-31.9467
1.708984e+008,-32.1576
1.721191e+008,-29.5088
1.733398e+008,-31.7161
1.745605e+008,-30.0312
1.757813e+008,-31.1079
1.77002e+008,-31.3875
1.782227e+008,-30.9387
1.794434e+008,-31.7701
1.806641e+008,-30.6223
1.818848e+008,-29.58
1.831055e+008,-29.0968
1.843262e+008,-29.8399
1.855469e+008,-27.0735
1.867676e+008,-20.7533
1.879883e+008,-16.7729
1.89209e+008,-26.789
1.904297e+008,-29.1434
1.916504e+008,-29.2464
1.928711e+008,-32.2655
1.940918e+008,-31.7186
1.953125e+008,-31.5371
1.965332e+008,-31.2477
1.977539e+008,-30.8136
1.989746e+008,-32.7364
2.001953e+008,-31.8142
2.01416e+008,-31.9295
2.026367e+008,-30.2446
2.038574e+008,-32.9547
2.050781e+008,-29.6511
2.062988e+008,-28.8418
2.075195e+008,-29.9871
2.087402e+008,-26.3451
2.099609e+008,-29.2955
2.111816e+008,-31.2698
2.124023e+008,-31.6597
2.13623e+008,-29.7075
2.148438e+008,-32.0399
2.160645e+008,-29.4157
2.172852e+008,-30.4751
2.185059e+008,-19.6055
2.197266e+008,-28.2482
2.209473e+008,-32.3194
2.22168e+008,-31.2011
2.233887e+008,-30.3844
2.246094e+008,-30.1244
2.258301e+008,-31.3213
2.270508e+008,-30.9607
2.282715e+008,-31.9319
2.294922e+008,-29.7566
2.307129e+008,-29.4966
2.319336e+008,-30.3452
2.331543e+008,-29.8865
2.34375e+008,-31.5126
2.355957e+008,-31.8142
2.368164e+008,-29.2194
2.380371e+008,-30.5217
2.392578e+008,-30.6149
2.404785e+008,-30.9926
2.416992e+008,-31.5297
2.429199e+008,-30.9092
2.441406e+008,-29.5824
2.453613e+008,-30.0729
2.46582e+008,-29.6756
2.478027e+008,-28.3267
2.490234e+008,-22.4014
2.502441e+008,-10.9113
2.514648e+008,-26.8184
2.526855e+008,-28.3586
2.539063e+008,-29.7443
2.55127e+008,-31.3335
2.563477e+008,-29.705
2.575684e+008,-31.4758
2.587891e+008,-29.5751
2.600098e+008,-32.6383
2.612305e+008,-30.973
2.624512e+008,-30.6076
2.636719e+008,-30.7866
2.648926e+008,-30.0631
2.661133e+008,-31.9369
2.67334e+008,-32.4347
2.685547e+008,-32.1355
2.697754e+008,-31.7505
2.709961e+008,-29.1557
2.722168e+008,-30.3697
2.734375e+008,-29.9748
2.746582e+008,-29.8007
2.758789e+008,-30.2814
2.770996e+008,-31.4488
2.783203e+008,-32.1797
2.79541e+008,-33.4648
2.807617e+008,-29.1827
2.819824e+008,-30.485
2.832031e+008,-31.9344
2.844238e+008,-33.3127
2.856445e+008,-30.561
2.868652e+008,-30.8651
2.880859e+008,-31.412
2.893066e+008,-30.1808
2.905273e+008,-30.5536
2.91748e+008,-31.6131
2.929688e+008,-30.8406
2.941895e+008,-31.8682
2.954102e+008,-32.2042
2.966309e+008,-33.0773
2.978516e+008,-31.9516
2.990723e+008,-30.8749
3.00293e+008,-30.3084
3.015137e+008,-31.8682
3.027344e+008,-31.748
3.039551e+008,-31.26
3.051758e+008,-32.1968
3.063965e+008,-33.0871
3.076172e+008,-32.3293
3.088379e+008,-31.2207
3.100586e+008,-30.9828
3.112793e+008,-30.9828
3.125e+008,-20.0862
3.137207e+008,-30.6517
3.149414e+008,-32.9841
3.161621e+008,-31.7063
3.173828e+008,-30.5855
3.186035e+008,-30.3623
3.198242e+008,-33.4623
3.210449e+008,-30.3403
3.222656e+008,-31.0196
3.234863e+008,-30.4261
3.24707e+008,-31.2403
3.259277e+008,-32.0178
3.271484e+008,-33.6536
3.283691e+008,-31.8388
3.295898e+008,-30.0975
3.308105e+008,-32.4813
3.320313e+008,-31.049
3.33252e+008,-30.7179
3.344727e+008,-30.9681
3.356934e+008,-32.7388
3.369141e+008,-33.2441
3.381348e+008,-30.0435
3.393555e+008,-30.4997
3.405762e+008,-32.8688
3.417969e+008,-31.7039
3.430176e+008,-28.0079
3.442383e+008,-26.9312
3.45459e+008,-31.1005
3.466797e+008,-32.0251
3.479004e+008,-30.3304
3.491211e+008,-31.9099
3.503418e+008,-29.5236
3.515625e+008,-29.9797
3.527832e+008,-31.5861
3.540039e+008,-32.4494
3.552246e+008,-32.6849
3.564453e+008,-32.2336
3.57666e+008,-30.1342
3.588867e+008,-32.6015
3.601074e+008,-30.0901
3.613281e+008,-32.4225
3.625488e+008,-31.1594
3.637695e+008,-32.8615
3.649902e+008,-33.0822
3.662109e+008,-32.474
3.674316e+008,-31.1153
3.686523e+008,-32.7854
3.69873e+008,-30.5095
3.710938e+008,-29.9307
3.723145e+008,-30.6468
3.735352e+008,-28.1551
3.747559e+008,-18.8036
3.759766e+008,-29.8424
3.771973e+008,-31.1913
3.78418e+008,-31.0858
3.796387e+008,-30.7081
3.808594e+008,-29.4843
3.820801e+008,-31.282
3.833008e+008,-30.2667
3.845215e+008,-30.3133
3.857422e+008,-33.1607
3.869629e+008,-31.6254
3.881836e+008,-28.2924
3.894043e+008,-31.3433
3.90625e+008,-31.336
3.918457e+008,-33.4648
3.930664e+008,-28.9497
3.942871e+008,-30.3108
3.955078e+008,-29.9454
3.967285e+008,-31.6082
3.979492e+008,-32.9571
3.991699e+008,-32.7634
4.003906e+008,-30.4089
4.016113e+008,-29.8963
4.02832e+008,-31.6744
4.040527e+008,-30.3084
4.052734e+008,-28.4395
4.064941e+008,-26.5192
4.077148e+008,-31.7799
4.089355e+008,-32.859
4.101563e+008,-30.6738
4.11377e+008,-30.6861
4.125977e+008,-31.7578
4.138184e+008,-31.2085
4.150391e+008,-33.5408
4.162598e+008,-27.537
4.174805e+008,-29.8228
4.187012e+008,-32.3513
4.199219e+008,-33.0013
4.211426e+008,-31.8437
4.223633e+008,-31.9001
4.23584e+008,-31.9319
4.248047e+008,-30.4089
4.260254e+008,-29.759
4.272461e+008,-31.775
4.284668e+008,-30.1367
4.296875e+008,-30.6591
4.309082e+008,-32.8516
4.321289e+008,-30.1784
4.333496e+008,-30.3795
4.345703e+008,-29.629
4.35791e+008,-29.06
4.370117e+008,-20.898
4.382324e+008,-24.5081
4.394531e+008,-29.4966
4.406738e+008,-30.4629
4.418945e+008,-31.6499
4.431152e+008,-31.8093
4.443359e+008,-29.8865
4.455566e+008,-29.6192
4.467773e+008,-31.5812
4.47998e+008,-31.2649
4.492188e+008,-31.7774
4.504395e+008,-32.2017
4.516602e+008,-31.8437
4.528809e+008,-30.2765
4.541016e+008,-33.4991
4.553223e+008,-32.9473
4.56543e+008,-30.4702
4.577637e+008,-29.8032
4.589844e+008,-29.6928
4.602051e+008,-30.4384
4.614258e+008,-30.4408
4.626465e+008,-32.6138
4.638672e+008,-29.7345
4.650879e+008,-33.5433
4.663086e+008,-31.8829
4.675293e+008,-31.2575
4.6875e+008,-24.0103
4.699707e+008,-30.8602
4.711914e+008,-30.095
4.724121e+008,-30.843
4.736328e+008,-32.241
4.748535e+008,-31.2967
4.760742e+008,-30.8504
4.772949e+008,-32.1747
4.785156e+008,-30.6787
4.797363e+008,-32.1061
4.80957e+008,-30.2495
4.821777e+008,-32.1257
4.833984e+008,-33.3176
4.846191e+008,-31.7652
4.858398e+008,-30.7572
4.870605e+008,-32.3121
4.882813e+008,-31.1324
4.89502e+008,-30.8455
4.907227e+008,-31.3679
4.919434e+008,-31.255
4.931641e+008,-30.9215
4.943848e+008,-30.7155
4.956055e+008,-30.5978
4.968262e+008,-31.6622
4.980469e+008,-31.1054
4.992676e+008,-29.3543
5.004883e+008,-26.8895
5.01709e+008,-30.1122
5.029297e+008,-33.352
5.041504e+008,-33.3544
5.053711e+008,-31.2967
5.065918e+008,-30.7008
5.078125e+008,-31.905
5.090332e+008,-31.2183
5.102539e+008,-30.5463
5.114746e+008,-31.3948
5.126953e+008,-32.0889
5.13916e+008,-33.2539
5.151367e+008,-31.8878
5.163574e+008,-32.1085
5.175781e+008,-30.3231
5.187988e+008,-31.7161
5.200195e+008,-30.8087
5.212402e+008,-31.6891
5.224609e+008,-32.084
5.236816e+008,-31.8559
5.249023e+008,-31.9001
5.26123e+008,-28.7388
5.273438e+008,-32.0423
5.285645e+008,-31.9614
5.297852e+008,-31.0588
5.310059e+008,-29.6658
5.322266e+008,-31.1717
5.334473e+008,-29.5996
5.34668e+008,-30.6247
5.358887e+008,-31.3115
5.371094e+008,-32.8124
5.383301e+008,-32.3023
5.395508e+008,-30.7179
5.407715e+008,-29.7688
5.419922e+008,-29.6854
5.432129e+008,-32.8639
5.444336e+008,-30.8136
5.456543e+008,-31.4635
5.46875e+008,-30.7793
5.480957e+008,-33.2808
5.493164e+008,-30.8479
5.505371e+008,-31.1619
5.517578e+008,-31.7848
5.529785e+008,-31.2575
5.541992e+008,-30.2471
5.554199e+008,-31.6205
5.566406e+008,-32.9743
5.578613e+008,-29.9822
5.59082e+008,-32.6162
5.603027e+008,-30.1514
5.615234e+008,-27.846
5.627441e+008,-21.8815
5.639648e+008,-31.2771
5.651855e+008,-31.1717
5.664063e+008,-30.8675
5.67627e+008,-30.4236
5.688477e+008,-29.7296
5.700684e+008,-33.2514
5.712891e+008,-32.0595
5.725098e+008,-31.5028
5.737305e+008,-31.2379
5.749512e+008,-32.2802
5.761719e+008,-33.2367
5.773926e+008,-31.1398
5.786133e+008,-29.813
5.79834e+008,-33.249
5.810547e+008,-31.8093
5.822754e+008,-31.9908
5.834961e+008,-31.8118
5.847168e+008,-32.3636
5.859375e+008,-33.8008
5.871582e+008,-31.4758
5.883789e+008,-31.3948
5.895996e+008,-31.0466
5.908203e+008,-30.6812
5.92041e+008,-32.1968
5.932617e+008,-30.7278
5.944824e+008,-32.6702
5.957031e+008,-31.2967
5.969238e+008,-30.7645
5.981445e+008,-29.0036
5.993652e+008,-30.6566
6.005859e+008,-29.7492
6.018066e+008,-31.0343
6.030273e+008,-30.4751
6.04248e+008,-30.5193
6.054688e+008,-31.8338
6.066895e+008,-31.7333
6.079102e+008,-31.0294
6.091309e+008,-31.5003
6.103516e+008,-31.152
6.115723e+008,-28.491
6.12793e+008,-30.9828
6.140137e+008,-31.4488
6.152344e+008,-30.1318
6.164551e+008,-30.6763
6.176758e+008,-30.8823
6.188965e+008,-30.8259
6.201172e+008,-31.9761
6.213379e+008,-30.6959
6.225586e+008,-32.5132
6.237793e+008,-31.4807
6.25e+008,-22.2984
6.262207e+008,-31.5199
6.274414e+008,-31.7995
6.286621e+008,-32.0963
6.298828e+008,-31.4022
6.311035e+008,-31.4562
6.323242e+008,-30.2691
6.335449e+008,-31.2501
6.347656e+008,-30.8626
6.359863e+008,-32.3881
6.37207e+008,-30.6861
6.384277e+008,-31.6156
6.396484e+008,-29.038
6.408691e+008,-30.5929
6.420898e+008,-31.255
6.433105e+008,-30.7596
6.445313e+008,-31.6965
6.45752e+008,-32.5107
6.469727e+008,-32.6236
6.481934e+008,-30.8504
6.494141e+008,-30.6542
6.506348e+008,-30.7106
6.518555e+008,-32.5034
6.530762e+008,-31.8069
6.542969e+008,-31.2035
6.555176e+008,-30.1024
6.567383e+008,-30.4604
6.57959e+008,-30.5291
6.591797e+008,-32.0153
6.604004e+008,-32.9448
6.616211e+008,-33.4231
6.628418e+008,-31.542
6.640625e+008,-30.1735
6.652832e+008,-30.0435
6.665039e+008,-30.2103
6.677246e+008,-30.5316
6.689453e+008,-32.0497
6.70166e+008,-30.9485
6.713867e+008,-30.019
6.726074e+008,-31.9663
6.738281e+008,-31.1275
6.750488e+008,-31.1153
6.762695e+008,-30.534
6.774902e+008,-29.7001
6.787109e+008,-31.1103
6.799316e+008,-31.4022
6.811523e+008,-30.7572
6.82373e+008,-30.1808
6.835938e+008,-32.2778
6.848145e+008,-31.0343
6.860352e+008,-30.5389
6.872559e+008,-27.6744
6.884766e+008,-30.9656
6.896973e+008,-30.5659
6.90918e+008,-31.7431
6.921387e+008,-31.3679
6.933594e+008,-31.9638
6.945801e+008,-32.1429
6.958008e+008,-33.8915
6.970215e+008,-31.6769
6.982422e+008,-31.9001
6.994629e+008,-31.1373
7.006836e+008,-31.4022
7.019043e+008,-31.1103
7.03125e+008,-32.138
7.043457e+008,-31.8437
7.055664e+008,-30.4482
7.067871e+008,-33.2857
7.080078e+008,-29.4451
7.092285e+008,-32.4298
7.104492e+008,-31.3115
7.116699e+008,-32.4592
7.128906e+008,-31.206
7.141113e+008,-33.4084
7.15332e+008,-32.0963
7.165527e+008,-31.4267
7.177734e+008,-32.16
7.189941e+008,-31.8191
7.202148e+008,-30.6566
7.214355e+008,-31.2305
7.226563e+008,-31.1986
7.23877e+008,-31.1398
7.250977e+008,-31.3801
7.263184e+008,-31.7284
7.275391e+008,-32.2704
7.287598e+008,-30.9656
7.299805e+008,-33.2146
7.312012e+008,-30.2201
7.324219e+008,-30.6885
7.336426e+008,-31.4684
7.348633e+008,-32.9448
7.36084e+008,-31.7406
7.373047e+008,-31.2109
7.385254e+008,-32.4666
7.397461e+008,-31.6769
7.409668e+008,-32.0374
7.421875e+008,-31.1913
7.434082e+008,-32.8418
7.446289e+008,-31.6573
7.458496e+008,-32.3611
7.470703e+008,-30.2078
7.48291e+008,-29.3102
7.495117e+008,-24.8294
7.507324e+008,-26.6884
7.519531e+008,-29.8914
7.531738e+008,-31.8706
7.543945e+008,-30.5855
7.556152e+008,-30.691
7.568359e+008,-31.9148
7.580566e+008,-31.1202
7.592773e+008,-31.8191
7.60498e+008,-32.7609
7.617188e+008,-32.5181
7.629395e+008,-31.569
7.641602e+008,-31.721
7.653809e+008,-32.3636
7.666016e+008,-30.87
7.678223e+008,-31.0515
7.69043e+008,-32.008
7.702637e+008,-32.5794
7.714844e+008,-30.8185
7.727051e+008,-30.8602
7.739258e+008,-30.0901
7.751465e+008,-32.1723
7.763672e+008,-32.7119
7.775879e+008,-32.2459
7.788086e+008,-33.3888
7.800293e+008,-33.2563
7.8125e+008,-30.7915
7.824707e+008,-32.8811
7.836914e+008,-34.0068
