LECROYWR6200A,18548,Waveform
Segments,1,SegmentSize,252
Segment,TrigTime,TimeSinceSegment1
#1,19-Nov-2018 16:08:53,0                 
Time,Ampl
1.40136e-008,3.64312
1.42136e-008,3.63673
1.44136e-008,3.62585
1.46136e-008,3.63569
1.48136e-008,3.67557
1.50136e-008,3.72357
1.52136e-008,3.74773
1.54136e-008,3.74532
1.56136e-008,3.74808
1.58136e-008,3.76172
1.60136e-008,3.73807
1.62136e-008,3.68679
1.64136e-008,3.67816
1.66136e-008,3.70941
1.68136e-008,3.73271
1.70136e-008,3.73997
1.72136e-008,3.74048
1.74136e-008,3.74411
1.76136e-008,3.76189
1.78136e-008,3.77208
1.80136e-008,3.75291
1.82136e-008,3.7322
1.84136e-008,3.72149
1.86136e-008,3.70837
1.88136e-008,3.71804
1.90136e-008,3.75844
1.92136e-008,3.78485
1.94136e-008,3.76862
1.96136e-008,3.75464
1.98136e-008,3.78934
2.00136e-008,3.82231
2.02136e-008,3.81506
2.04136e-008,3.80177
2.06136e-008,3.77898
2.08136e-008,3.74307
2.10136e-008,3.71666
2.12136e-008,3.69819
2.14136e-008,3.69473
2.16136e-008,3.70492
2.18136e-008,3.70371
2.20136e-008,3.70475
2.22136e-008,3.72788
2.24136e-008,3.74618
2.26136e-008,3.74428
2.28136e-008,3.73755
2.30136e-008,3.72564
2.32136e-008,3.70216
2.34136e-008,3.70906
2.36136e-008,3.75775
2.38136e-008,3.76586
2.40136e-008,3.71839
2.42136e-008,3.68973
2.44136e-008,3.69197
2.46136e-008,3.71252
2.48136e-008,3.75067
2.50136e-008,3.75637
2.52136e-008,3.70699
2.54136e-008,3.66711
2.56136e-008,3.68265
2.58136e-008,3.72253
2.60136e-008,3.74048
2.62136e-008,3.72167
2.64136e-008,3.69905
2.66136e-008,3.69318
2.68136e-008,3.68248
2.70136e-008,3.69646
2.72136e-008,3.75412
2.74136e-008,3.75775
2.76136e-008,3.68921
2.78136e-008,3.67713
2.80136e-008,3.72512
2.82136e-008,3.72771
2.84136e-008,3.71062
2.86136e-008,3.73807
2.88136e-008,3.76482
2.90136e-008,3.75257
2.92136e-008,3.73945
2.94136e-008,3.74566
2.96136e-008,3.74135
2.98136e-008,3.70993
3.00136e-008,3.67903
3.02136e-008,3.69059
3.04136e-008,3.71027
3.06136e-008,3.6792
3.08136e-008,3.66159
3.10136e-008,3.70561
3.12136e-008,3.73168
3.14136e-008,3.71873
3.16136e-008,3.7006
3.18136e-008,3.66729
3.20136e-008,3.66193
3.22136e-008,3.71528
3.24136e-008,3.76724
3.26136e-008,3.78744
3.28136e-008,3.77708
3.30136e-008,3.73513
3.32136e-008,3.69232
3.34136e-008,3.69249
3.36136e-008,3.72874
3.38136e-008,3.73979
3.40136e-008,3.70855
3.42136e-008,3.67851
3.44136e-008,3.66901
3.46136e-008,3.67575
3.48136e-008,3.69681
3.50136e-008,3.72874
3.52136e-008,3.74307
3.54136e-008,3.71528
3.56136e-008,3.70147
3.58136e-008,3.74549
3.60136e-008,3.78123
3.62136e-008,3.76621
3.64136e-008,3.74929
3.66136e-008,3.75015
3.68136e-008,3.75067
3.70136e-008,3.75533
3.72136e-008,3.76776
3.74136e-008,3.78123
3.76136e-008,3.77605
3.78136e-008,3.73703
3.80136e-008,3.67143
3.82136e-008,3.59737
3.84136e-008,3.56716
3.86136e-008,3.60894
3.88136e-008,3.65917
3.90136e-008,3.67678
3.92136e-008,3.70406
3.94136e-008,3.75775
3.96136e-008,3.77777
3.98136e-008,3.73341
4.00136e-008,3.69059
4.02136e-008,3.69801
4.04136e-008,3.73669
4.06136e-008,3.77311
4.08136e-008,3.76638
4.10136e-008,3.73565
4.12136e-008,3.7341
4.14136e-008,3.74463
4.16136e-008,3.74238
4.18136e-008,3.7322
4.20136e-008,3.71908
4.22136e-008,3.70164
4.24136e-008,3.69473
4.26136e-008,3.73099
4.28136e-008,3.76724
4.30136e-008,3.7391
4.32136e-008,3.68455
4.34136e-008,3.67177
4.36136e-008,3.71355
4.38136e-008,3.74722
4.40136e-008,3.72702
4.42136e-008,3.70354
4.44136e-008,3.70941
4.46136e-008,3.72477
4.48136e-008,3.72719
4.50136e-008,3.70078
4.52136e-008,3.65313
4.54136e-008,3.6136
4.56136e-008,3.62188
4.58136e-008,3.66487
4.60136e-008,3.6918
4.62136e-008,3.69663
4.64136e-008,3.68438
4.66136e-008,3.66832
4.68136e-008,3.68921
4.70136e-008,3.72374
4.72136e-008,3.72218
4.74136e-008,3.70958
4.76136e-008,3.70699
4.78136e-008,3.69974
4.80136e-008,3.70319
4.82136e-008,3.72874
