LECROYWR6200A,18548,Waveform
Segments,1,SegmentSize,16385
Segment,TrigTime,TimeSinceSegment1
#1,20-Nov-2018 10:27:11,0                 
Time,Ampl
0,-103.98
152587.89,25.2611
305175.78,23.7258
457763.67,20.9103
610351.56,16.2063
762939.45,7.19818
915527.34,1.61131
1068115.2,9.28528
1220703.1,10.7494
1373291,9.5943
1525878.9,6.27112
1678466.8,0.828955
1831054.7,-0.517485
1983642.6,2.79588
2136230.5,4.16685
2288818.4,3.74501
2441406.3,1.90316
2593994.1,-0.681804
2746582,-2.17049
2899169.9,-1.56226
3051757.8,-0.554273
3204345.7,-0.132437
3356933.6,-0.458624
3509521.5,-1.6996
3662109.4,-3.7352
3814697.3,-5.00071
3967285.2,-3.7818
4119873,-2.39122
4272460.9,-2.22199
4425048.8,-3.41638
4577636.7,-5.40293
4730224.6,-6.45016
4882812.5,-5.66289
5035400.4,-4.70641
5187988.3,-4.45134
5340576.2,-4.96147
5493164.1,-6.11661
5645752,-7.38457
5798339.8,-7.61756
5950927.7,-6.76653
6103515.6,-6.18528
6256103.5,-6.32017
6408691.4,-7.30609
6561279.3,-8.17919
6713867.2,-8.60838
6866455.1,-8.53481
7019043,-8.14485
7171630.9,-7.75981
7324218.8,-7.83584
7476806.6,-8.54462
7629394.5,-9.79295
7781982.4,-10.1706
7934570.3,-9.37848
8087158.2,-8.71384
8239746.1,-8.79723
8392334,-9.67278
8544921.9,-10.3938
8697509.8,-10.823
8850097.7,-10.6955
9002685.5,-10.2442
9155273.4,-9.8371
9307861.3,-10.1486
9460449.2,-11.0364
9613037.1,-11.8212
9765625,-11.6888
9918212.9,-11.056
10070801,-10.7985
10223389,-11.1369
10375977,-11.6544
10528564,-12.1106
10681152,-12.3779
10833740,-12.4736
10986328,-12.1351
11138916,-11.7893
11291504,-11.7427
11444092,-12.5839
11596680,-13.1971
11749268,-13.1407
11901855,-12.6747
12054443,-12.2479
12207031,-12.888
12359619,-12.9935
12512207,-13.3638
12664795,-13.7832
12817383,-13.9377
12969971,-13.4668
13122559,-13.2167
13275146,-13.4889
13427734,-14.0334
13580322,-14.5263
13732910,-14.1952
13885498,-14.0947
14038086,-14.21
14190674,-14.2418
