-2.9682e-009 9.95847
-2.7682e-009 9.98022
-2.5682e-009 9.99817
-2.3682e-009 10.0085
-2.1682e-009 10.05
-1.9682e-009 10.0717
-1.7682e-009 9.8359
-1.5682e-009 9.31143
-1.3682e-009 8.59534
-1.1682e-009 7.59371
-9.6824e-010 6.34694
-7.6824e-010 5.09119
-5.6824e-010 4.01153
-3.6824e-010 3.18357
-1.6824e-010 2.55311
3.1757e-011 2.068
2.3176e-010 1.76589
4.3176e-010 1.61087
6.3176e-010 1.51005
8.3176e-010 1.45653
1.0318e-009 1.42649
1.2318e-009 1.31221
1.4318e-009 1.16202
1.6318e-009 1.16167
1.8318e-009 1.25627
2.0318e-009 1.31704
2.2318e-009 1.39058
2.4318e-009 1.40819
2.6318e-009 1.3129
2.8318e-009 1.26491
3.0318e-009 1.30565
3.2318e-009 1.31221
3.4318e-009 1.26525
3.6318e-009 1.22624
3.8318e-009 1.21933
4.0318e-009 1.27319
4.2318e-009 1.34743
4.4318e-009 1.32084
4.6318e-009 1.20966
4.8318e-009 1.13992
5.0318e-009 1.18791
5.2318e-009 1.34673
5.4318e-009 1.46896
5.6318e-009 1.44376
5.8318e-009 1.40647
6.0318e-009 1.43961
6.2318e-009 1.38748
6.4318e-009 1.23625
6.6318e-009 1.16029
6.8318e-009 1.24212
7.0318e-009 1.43512
7.2318e-009 1.53491
