-2.8609e-009 10.1173
-2.6609e-009 10.215
-2.4609e-009 10.31
-2.2609e-009 10.2319
-2.0609e-009 10.021
-1.8609e-009 9.83762
-1.6609e-009 9.57625
-1.4609e-009 9.01174
-1.2609e-009 8.07709
-1.0609e-009 6.9049
-8.6087e-010 5.66641
-6.6087e-010 4.42551
-4.6087e-010 3.34205
-2.6087e-010 2.57348
-6.0868e-011 2.06352
1.3913e-010 1.8056
3.3913e-010 1.73585
5.3913e-010 1.61501
7.3913e-010 1.44859
9.3913e-010 1.40025
1.1391e-009 1.41855
1.3391e-009 1.37159
1.5391e-009 1.24902
1.7391e-009 1.13716
1.9391e-009 1.09814
2.1391e-009 1.14337
2.3391e-009 1.22416
2.5391e-009 1.21242
2.7391e-009 1.12576
2.9391e-009 1.15718
3.1391e-009 1.31946
3.3391e-009 1.40474
3.5391e-009 1.34328
3.7391e-009 1.28528
3.9391e-009 1.3015
4.1391e-009 1.31532
4.3391e-009 1.29046
4.5391e-009 1.23383
4.7391e-009 1.17997
4.9391e-009 1.18135
5.1391e-009 1.19965
5.3391e-009 1.17099
5.5391e-009 1.14337
5.7391e-009 1.2214
5.9391e-009 1.35537
6.1391e-009 1.39438
6.3391e-009 1.36158
6.5391e-009 1.34017
6.7391e-009 1.31324
6.9391e-009 1.31083
7.1391e-009 1.35157
7.3391e-009 1.36607
